16,1,0.000010
16,2,0.000009
16,4,0.000009
16,8,0.000009
16,16,0.000009
16,32,0.000010
16,64,0.000012
16,128,0.000013
16,256,0.000014
16,512,0.000016
16,1024,0.000019
16,2048,0.000027
16,4096,0.000049
16,8192,0.000091
16,16384,0.000173
16,32768,0.000334
16,65536,0.001344
16,131072,0.002756
16,262144,0.005774
16,524288,0.013389
16,1048576,0.027872
16,2097152,0.066261
16,4194304,0.147382
16,8388608,0.301788
16,16777216,0.604190
16,33554432,1.203185
16,67108864,2.387305
