1,64,256,0.000715
2,64,256,0.000665
3,64,256,0.008444
4,64,256,0.000617
5,64,256,0.000493
6,64,256,0.000141
7,64,256,0.008657
8,64,256,0.008203
9,64,256,0.000497
10,64,256,0.000503
1,64,512,0.009992
2,64,512,0.010042
3,64,512,0.010224
4,64,512,0.009982
5,64,512,0.009780
6,64,512,0.009912
7,64,512,0.010209
8,64,512,0.010757
9,64,512,0.010285
10,64,512,0.010239
1,64,1024,0.009711
2,64,1024,0.009990
3,64,1024,0.009783
4,64,1024,0.009888
5,64,1024,0.009813
6,64,1024,0.009897
7,64,1024,0.009791
8,64,1024,0.009973
9,64,1024,0.009841
10,64,1024,0.009977
1,64,2048,0.009875
2,64,2048,0.010177
3,64,2048,0.010082
4,64,2048,0.009984
5,64,2048,0.010557
6,64,2048,0.009858
7,64,2048,0.013995
8,64,2048,0.009761
9,64,2048,0.009703
10,64,2048,0.010080
1,64,4096,0.002361
2,64,4096,0.010104
3,64,4096,0.009888
4,64,4096,0.009665
5,64,4096,0.002352
6,64,4096,0.002134
7,64,4096,0.009581
8,64,4096,0.009970
9,64,4096,0.010015
10,64,4096,0.009952
1,64,8192,0.010082
2,64,8192,0.009858
3,64,8192,0.010003
4,64,8192,0.010996
5,64,8192,0.011838
6,64,8192,0.009699
7,64,8192,0.010035
8,64,8192,0.010050
9,64,8192,0.009767
10,64,8192,0.009839
1,64,16384,0.013029
2,64,16384,0.010118
3,64,16384,0.009960
4,64,16384,0.010319
5,64,16384,0.010016
6,64,16384,0.014273
7,64,16384,0.010191
8,64,16384,0.010175
9,64,16384,0.010777
10,64,16384,0.010070
1,64,32768,0.014642
2,64,32768,0.003713
3,64,32768,0.010771
4,64,32768,0.010904
5,64,32768,0.010967
6,64,32768,0.010596
7,64,32768,0.010790
8,64,32768,0.010847
9,64,32768,0.011043
10,64,32768,0.010906
1,64,65536,0.018585
2,64,65536,0.024294
3,64,65536,0.019676
4,64,65536,0.019498
5,64,65536,0.028009
6,64,65536,0.019205
7,64,65536,0.021474
8,64,65536,0.021617
9,64,65536,0.019469
10,64,65536,0.037510
1,64,131072,0.035530
2,64,131072,0.037782
3,64,131072,0.042059
4,64,131072,0.024110
5,64,131072,0.037092
6,64,131072,0.038730
7,64,131072,0.044604
8,64,131072,0.019848
9,64,131072,0.020816
10,64,131072,0.020926
1,64,262144,0.039143
2,64,262144,0.052407
3,64,262144,0.034984
4,64,262144,0.033083
5,64,262144,0.030168
6,64,262144,0.053905
7,64,262144,0.032090
8,64,262144,0.052993
9,64,262144,0.052517
10,64,262144,0.028325
1,64,524288,0.054320
2,64,524288,0.059779
3,64,524288,0.053309
4,64,524288,0.053253
5,64,524288,0.094554
6,64,524288,0.067806
7,64,524288,0.055087
8,64,524288,0.061352
9,64,524288,0.054921
10,64,524288,0.057103
1,64,1048576,0.099952
2,64,1048576,0.115419
3,64,1048576,0.096991
4,64,1048576,0.137150
5,64,1048576,0.100914
6,64,1048576,0.098877
7,64,1048576,0.137539
8,64,1048576,0.136509
9,64,1048576,0.098641
10,64,1048576,0.099201
1,64,2097152,0.206295
2,64,2097152,0.189254
3,64,2097152,0.227101
4,64,2097152,0.237844
5,64,2097152,0.237217
6,64,2097152,0.192852
7,64,2097152,0.196527
8,64,2097152,0.187494
9,64,2097152,0.193543
10,64,2097152,0.190418
1,64,4194304,0.418504
2,64,4194304,0.374622
3,64,4194304,0.379906
4,64,4194304,0.409033
5,64,4194304,0.377477
6,64,4194304,0.418743
7,64,4194304,0.377592
8,64,4194304,0.374473
9,64,4194304,0.386360
10,64,4194304,0.405823
1,64,8388608,0.756409
2,64,8388608,0.759821
3,64,8388608,0.758361
4,64,8388608,0.759002
5,64,8388608,0.758025
6,64,8388608,0.770344
7,64,8388608,0.773156
8,64,8388608,0.767845
9,64,8388608,0.760954
10,64,8388608,0.763668
1,64,16777216,1.484061
2,64,16777216,1.493490
3,64,16777216,1.490208
4,64,16777216,1.506438
5,64,16777216,1.490331
6,64,16777216,1.495271
7,64,16777216,1.499897
8,64,16777216,1.491982
9,64,16777216,1.494590
10,64,16777216,1.497634
