1,4,7500000,0.031543
2,4,7500000,0.032122
3,4,7500000,0.031786
4,4,7500000,0.032089
5,4,7500000,0.032321
6,4,7500000,0.032003
7,4,7500000,0.031715
8,4,7500000,0.032102
9,4,7500000,0.032009
10,4,7500000,0.032051
1,8,7500000,0.106073
2,8,7500000,0.080313
3,8,7500000,0.078959
4,8,7500000,0.081109
5,8,7500000,0.074771
6,8,7500000,0.074719
7,8,7500000,0.074899
8,8,7500000,0.079588
9,8,7500000,0.086019
10,8,7500000,0.079977
1,16,7500000,0.157045
2,16,7500000,0.159910
3,16,7500000,0.161225
4,16,7500000,0.158983
5,16,7500000,0.159542
6,16,7500000,0.156866
7,16,7500000,0.155820
8,16,7500000,0.162954
9,16,7500000,0.164742
10,16,7500000,0.156159
1,32,7500000,0.331336
2,32,7500000,0.340307
3,32,7500000,0.334536
4,32,7500000,0.335638
5,32,7500000,0.339180
6,32,7500000,0.362854
7,32,7500000,0.343942
8,32,7500000,0.333662
9,32,7500000,0.333214
10,32,7500000,0.339441
1,64,7500000,0.695431
2,64,7500000,0.699157
3,64,7500000,0.686679
4,64,7500000,0.693299
5,64,7500000,0.686130
6,64,7500000,0.692392
7,64,7500000,0.691682
8,64,7500000,0.688171
9,64,7500000,0.684329
10,64,7500000,0.687413
1,128,7500000,1.456878
2,128,7500000,1.456348
3,128,7500000,1.462765
4,128,7500000,1.454503
5,128,7500000,1.467174
6,128,7500000,1.457484
7,128,7500000,1.472449
8,128,7500000,1.467045
9,128,7500000,1.478005
10,128,7500000,1.473792
1,256,7500000,3.068938
2,256,7500000,3.070436
3,256,7500000,3.089441
4,256,7500000,3.061300
5,256,7500000,3.100133
6,256,7500000,3.064102
7,256,7500000,3.112574
8,256,7500000,3.117268
9,256,7500000,3.089461
10,256,7500000,3.097635
