Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
32,2.83,0.35,4.92,20000,16,5,binary tree
64,3.3,0.36,5.96,20000,16,5,binary tree
128,3.45,0.49,6.09,20000,16,5,binary tree
256,3.97,0.51,7.27,20000,16,5,binary tree
512,4.13,0.5,7.57,20000,16,5,binary tree
1024,4.7,0.53,8.32,20000,16,5,binary tree
2048,4.9,0.62,8.25,20000,16,5,binary tree
4096,6.68,0.78,11.22,20000,16,5,binary tree
8192,10.07,1.07,16.75,20000,16,5,binary tree
16384,18.92,5.94,28.19,20000,16,5,binary tree
32768,29.77,9.67,45.75,20000,16,5,binary tree
65536,53.88,16.07,81.45,20000,16,5,binary tree
131072,101.0,26.02,150.23,20000,16,5,binary tree
262144,215.27,46.14,309.55,20000,16,5,binary tree
524288,415.1,91.22,593.47,20000,16,5,binary tree
1,3.12,0.35,5.32,20000,32,5,binary tree
2,3.37,0.41,5.48,20000,32,5,binary tree
4,3.11,0.36,5.29,20000,32,5,binary tree
8,3.09,0.36,5.27,20000,32,5,binary tree
16,3.1,0.36,5.3,20000,32,5,binary tree
32,3.36,0.37,5.68,20000,32,5,binary tree
64,3.83,0.38,6.75,20000,32,5,binary tree
128,4.33,0.51,7.28,20000,32,5,binary tree
256,4.92,0.52,8.58,20000,32,5,binary tree
512,5.28,0.52,9.12,20000,32,5,binary tree
1024,5.63,0.54,9.46,20000,32,5,binary tree
2048,6.57,0.63,10.8,20000,32,5,binary tree
4096,9.12,0.68,15.42,20000,32,5,binary tree
8192,14.79,0.84,24.73,20000,32,5,binary tree
16384,30.39,6.03,45.99,20000,32,5,binary tree
32768,53.59,10.29,81.54,20000,32,5,binary tree
65536,101.88,18.76,153.82,20000,32,5,binary tree
131072,216.74,33.96,314.3,20000,32,5,binary tree
262144,434.62,59.13,626.13,20000,32,5,binary tree
524288,914.62,112.1,1167.03,20000,32,5,binary tree
1,2.29,0.26,9.96,20000,64,5,binary tree
2,2.11,0.25,9.78,20000,64,5,binary tree
4,2.11,0.26,9.82,20000,64,5,binary tree
8,2.07,0.25,9.77,20000,64,5,binary tree
16,2.09,0.26,9.78,20000,64,5,binary tree
32,2.23,0.26,9.94,20000,64,5,binary tree
64,2.56,0.26,10.7,20000,64,5,binary tree
128,3.44,0.33,12.18,20000,64,5,binary tree
256,3.28,0.33,10.65,20000,64,5,binary tree
512,3.82,0.33,12.45,20000,64,5,binary tree
1024,4.63,0.38,14.9,20000,64,5,binary tree
2048,6.83,0.51,19.87,20000,64,5,binary tree
4096,10.6,0.62,25.55,20000,64,5,binary tree
8192,20.23,0.81,42.74,20000,64,5,binary tree
16384,60.78,6.39,113.85,20000,64,5,binary tree
32768,121.26,10.29,239.94,20000,64,5,binary tree
65536,252.74,19.23,496.08,20000,64,5,binary tree
131072,502.48,33.65,971.51,20000,64,5,binary tree
262144,800.99,61.2,1091.73,20000,64,5,binary tree
524288,1713.93,110.64,2279.72,20000,64,5,binary tree
1,9.48,0.24,34.25,20000,128,5,binary tree
2,9.13,0.24,33.67,20000,128,5,binary tree
4,9.47,0.25,34.15,20000,128,5,binary tree
8,9.4,0.24,34.1,20000,128,5,binary tree
16,9.44,0.25,34.01,20000,128,5,binary tree
32,9.6,0.25,34.39,20000,128,5,binary tree
64,11.21,0.26,38.34,20000,128,5,binary tree
128,11.66,0.37,38.41,20000,128,5,binary tree
256,8.77,0.45,35.66,20000,128,5,binary tree
512,10.07,0.44,39.59,20000,128,5,binary tree
1024,11.59,0.45,43.58,20000,128,5,binary tree
2048,16.63,0.54,51.8,20000,128,5,binary tree
4096,30.14,0.6,86.9,20000,128,5,binary tree
8192,58.52,0.82,166.07,20000,128,5,binary tree
16384,147.19,8.21,323.42,20000,128,5,binary tree
32768,289.68,12.6,685.38,20000,128,5,binary tree
65536,607.1,21.97,1387.06,20000,128,5,binary tree
131072,912.87,40.65,1528.32,20000,128,5,binary tree
262144,1423.05,63.43,2168.33,20000,128,5,binary tree
524288,3539.72,119.15,5288.27,20000,128,5,binary tree
1,5.61,0.14,14.63,20000,256,5,binary tree
2,5.51,0.14,14.39,20000,256,5,binary tree
4,5.68,0.14,14.61,20000,256,5,binary tree
8,5.55,0.14,14.55,20000,256,5,binary tree
16,5.47,0.14,14.34,20000,256,5,binary tree
32,6.02,0.14,15.12,20000,256,5,binary tree
64,9.23,0.14,26.22,20000,256,5,binary tree
128,10.46,0.28,27.38,20000,256,5,binary tree
256,11.08,0.29,29.51,20000,256,5,binary tree
512,14.57,0.3,39.76,20000,256,5,binary tree
1024,17.52,0.34,47.45,20000,256,5,binary tree
2048,26.49,0.44,68.48,20000,256,5,binary tree
4096,46.7,0.57,130.52,20000,256,5,binary tree
8192,88.02,0.81,240.76,20000,256,5,binary tree
16384,226.48,6.68,456.38,20000,256,5,binary tree
32768,316.08,11.51,491.77,20000,256,5,binary tree
65536,581.21,21.16,899.98,20000,256,5,binary tree
131072,1205.97,37.65,1849.98,20000,256,5,binary tree
262144,2358.28,67.51,3603.24,20000,256,5,binary tree
524288,4824.91,115.65,7402.78,20000,256,5,binary tree
